spmsg01

; Bulgarian spotter for iRacing
; Tony Stefanov 12/03/26
; v0.9

; msgId,                WAVE FILE NAME,         "text string"
SPCC_PITEXIT,           PITEXIT.WAV,            "You didn't exit the pits safely."

SPCC_PITCOMPLETE,       PITCOMPLETE1.WAV,       "Go go go."
SPCC_PITCOMPLETE,       PITCOMPLETE2.WAV,       "Go go go."
SPCC_PITCOMPLETE,       PITCOMPLETE3.WAV,      "Go go go."


SPCC_FLUID,             FLUID.WAV,              "You're dropping a lot of fluid. We'll have to fix that."
SPCC_GREEN,             GREEN.WAV,              "Green flag! Green flag!"
SPCC_GREEN,             GREEN2.WAV,             "Green Green GREEN!"
SPCC_GREEN_RESTART,     NULL,                   NULL
SPCC_NOGREEN,           NOGREEN.WAV,            "Hang on - we're not going green, not going green."
SPCC_NOGREEN_RESTART,   NULL,                   NULL
SPCC_PASSINSD,          PASSINSD.WAV,           "You passed on the inside before the start/finish line."
SPCC_PASSLEDR,          PASSLEDR.WAV,           "You passed the leader before the start/finish line."
SPCC_PASSPACE,          PASSPACE.WAV,           "You passed the pace car!"
SPCC_PASSPACE,          PASSPACE_2.WAV,         "You passed the pace car, we've got to do better than that!"
SPCC_RECKLESS,          RECKLESS.WAV,           "They say you were driving recklessly."

SPCC_REPAIR,            REPAIR.WAV,             "Your car has too much damage. We've got to fix it."
SPCC_REPAIR,            REPAIR2.WAV,           "Your car has too much damage. We've got to fix it."
SPCC_REPAIR,            REPAIR3.WAV,           "Your car has too much damage. We've got to fix it."
SPCC_SMOKENG,           SMOKENG.WAV,            "Your engine is smoking too much. We've got to fix it."
SPCC_SLOWDOWN,          SLOWDOWN.WAV,           "They say you cut the course."
SPCC_SLOWDOWN,          SLOWDOWN2.WAV,          "They say you cut the course."
SPCC_STOPNGO,           STOPNGO.WAV,            "We have a stop-and-go penalty."
SPCC_STOPNGO,           STOPNGO2.WAV,           "We have a stop-and-go penalty."
SPCC_15SECONDS,         15SECONDS.WAV,          "We need to come in and serve a 15 second penalty."
SPCC_30SECONDS,         30SECONDS.WAV,          "We need to come in and serve a 30 second penalty."
SPCC_HOLDAWHILE,        HOLDAWHILE.WAV,         "They're going to hold you a while."
SPCC_UENTERD,           UENTERD.WAV,            "You entered a closed pit."
SPCC_UPASSED,           UPASSED.WAV,            "You passed under the yellow."
SPCC_USPED2,            USPED2.WAV,             "They caught us speeding on pit road."
SPCC_USPED2,            USPED2_2.WAV,           "Too fast on pit road."
SPCC_DRIVETHROUGH,      DRVTHRU.WAV,            "You have to drive through the pits without stopping."
SPCC_DEBRIS,            DEBRIS.WAV,             "There's debris on the track."
SPCC_YELOUT,            YELOUT.WAV,             "The yellow flag is out."
SPCC_YELOUT,            YELOUT_2.WAV,           "Caution, yellow flag."
SPCC_YELOUT_DEB,        YELOUT_DEB.WAV,         "The yellow flag is out. There's too much debris on the track."
SPCC_YELOUT_RACE,       YELOUT_RACE.WAV,        "The yellow flag is out. Lets go, race back to the line!"
SPCC_YELOUT_RACE_DEB,   YELOUT_RACE_DEB.WAV,    "The yellow flag is out. Lets go, race back to the line! There's too much debris on the track."

SPCC_2FILEINR,          2FILEINR.WAV,           "Line up on the inside."
SPCC_2FILEINR,          2FILEINR2.WAV,         "You'll be lining  up on the inside."
SPCC_2FILEOUTR,         2FILEOUTR.WAV,          "Line up on the outside."
SPCC_2FILEOUTR,         2FILEOUTR2.WAV,        "You're on the outside this time."
SPCC_2FILELFT,          2FILELFT.WAV,           "Line up on the left side."
SPCC_2FILERGT,          2FILERGT.WAV,           "Line up on the right side."
SPCC_SINGFILE,          NULL,                   "Line up single file."
SPCC_SINGFILE,          NULL,                   "They want you in single file."
SPCC_LUCKYDOGEOL,       NULL,                   "Because you're the Lucky Dog you will be held at the end of the longest line."

SPCC_JOKERUNSAFEENTRY,  NULL,                 "You didn't stay below the commit line."
SPCC_JOKERUNSAFEEXIT,   NULL,                 "You didn't stay below the merge line on the Joker exit."

SPCC_JOKERTOOMANY_P0,   NULL,                   NULL
SPCC_JOKERTOOMANY_P1,   NULL,       "You took the Joker one too many times."
SPCC_JOKERTOOMANY_P2,   NULL,                   NULL
SPCC_JOKERTOOMANY,      NULL,     "You took too many Joker laps."
SPCC_JOKERTOOMANY,      NULL,   "You took the Joker lap too many times."

SPCC_JOKERFIRSTLAP,     NULL,      "You took the Joker before your first time through the finish."

SPCC_JOKERTOOFEW_P0,    NULL,                   NULL
SPCC_JOKERTOOFEW_P1,    NULL,        "You didn't take the Joker."
SPCC_JOKERTOOFEW_P2,    NULL,                   NULL
SPCC_JOKERTOOFEW,       NULL,      "You didn't take enough Joker laps."

SPCC_UCRULE_SLIP,       UCRULE_SLIP0.WAV,       "The officials don't like the way you're driving. Your lap times will be deleted until you reset the car and try again."
SPCC_UCRULE_SLIP,       UCRULE_SLIP1.WAV,       "The officials are telling us they won't accept the way you're driving. Your lap times will be deleted until you reset the car and try again."

SPCC_UCRULE_PIDD,       UCRULE_PIDD.WAV,       "You've upset the officials with your slow driving. Your lap times will be deleted until you reset the car and try again."

SPCC_UCRULE_BOTH,       UCRULE_BOTH.WAV,       "The officials think you're playing games out here with the way you're driving. Your lap times will be deleted until you reset the car and try again."

SPCC_POSTRACE,          POSTRACE.WAV,           "That penalty will be added after the race is over."
SPCC_PITBOX,            PITBOX.WAV,             "Pit box"
SPCC_PITBOXEARLY,       PITBOXEARLY.WAV,        "Pit box is early, be ready"
SPCC_PITBOXIN,          PITBOXIN.WAV,           "Pit box in"
SPCC_PITBOXNOW,         PITBOXNOW.WAV,          "now"
SPCC_PITBOXHERE,        PITBOXHERE.WAV,         "right here"
SPCC_PITBOXTEN,         PIT10.WAV,              "ten"
SPCC_PITBOXNINE,        PIT9.WAV,               "nine"
SPCC_PITBOXEIGHT,       PIT8.WAV,               "eight"
SPCC_PITBOXSEVEN,       PIT7.WAV,               "seven"
SPCC_PITBOXSIX,         PIT6.WAV,               "six"
SPCC_PITBOXFIVE,        PIT5.WAV,               "five"
SPCC_PITBOXFOUR,        PIT4.WAV,               "four"
SPCC_PITBOXTHREE,       PIT3.WAV,               "three"
SPCC_PITBOXTWO,         PIT2.WAV,               "two"
SPCC_PITBOXONE,         PIT1.WAV,               "one"
SPCC_REQREPAIR,         SESREPAIRRQD.WAV,       "Required repairs are:"
SPCC_OPTREPAIR,         SESREPAIROPT.WAV,       "Optional repairs are:"
SPCC_NOREPAIR,          SESREPAIRNONE.WAV,      "No repairs to make."
SPCC_REPAIRDONESOON,    REPAIRALMOST.WAV,       "Repairs are almost finished up."
SPCC_REPAIRDONESOON,    REPAIRNEARLY.WAV,       "Repairs are nearly done."
SPCC_CANREPAIRMOST,     DAMRPMOST.WAV,          "We can repair most of the damage."
SPCC_CANREPAIRSOME,     DAMRPSOME.WAV,          "We can only repair some of the damage."
SPCC_CANREPAIRALL,      DAMRPALL.WAV,           "All the damage is repairable."
SPCC_CANTREPAIR,        DAMRPNONE.WAV,          "We can't fix the damage."
SPCC_CANTFIXOVER,       DAMRPOVER.WAV,          "We can't fix the damage- I'm afraid it's over."
SPCC_STILLWHLDAMMIN,    DAMWHLMIN.WAV,          "You'll still have minor wheel damage."
SPCC_STILLWHLDAMMAJ,    DAMWHLMAJ.WAV,          "You'll still have major wheel damage."
SPCC_STILLENGDAMMIN,    DAMENGMIN.WAV,          "The engine will still have minor damage."
SPCC_STILLENGDAMMAJ,    DAMENGMAJ.WAV,          "The engine will still have major damage."
SPCC_ROLLINGSTART,      STARTROLL.WAV,          "It's going to be a rolling start."
SPCC_SINGLEFILESTART,   NULL,                   "It's going to be a single file start."
SPCC_STANDINGSTART,     STANDINGSTART.WAV,      "It's going to be a standing start."
SPCC_GRID2LEFT,			GRID2LEFT.WAV,			"Still waiting on two cars to grid."
SPCC_GRID5LEFT,		GRID5LEFT.WAV,			"Five cars left to grid."
SPCC_GRIDALL,			GRIDALL.WAV,			"Everyone's gridded."
SPCC_GRIDFINAL,			GRIDFINAL.WAV,			"Waiting on the final car to grid."
SPCC_GRIDHALF,			GRIDHALF.WAV,			"Half the field is on the grid."
SPCC_EXTRAPOLATION,     CONNECTREMOVED.WAV,		"You've been removed from the session due to network problems. Until your connection is repaired, you can either wait, or practice in ghost drive without being scored."
SPCC_NETCODE_WARNING,   CONNECTPOOR.WAV,		"You're experiencing some network difficulties, if it continues they may pull you from the race."
SPCC_NETCODE_REJOIN,    CONNECTREJOIN.WAV,		"Your connection has improved, you may rejoin the session."
SPCC_TIMETRIAL_COMPLETE, NULL,           "You've set an official time, you can continue to do laps and attempt to improve on the time if you'd like."
SPCC_TIMETRIAL_INCIDENT, NULL, "You've had an incident. The lap count has been reset. You'll need to do consecutive, clean laps to set an official time."
SPCC_TIMETRIAL_LAPS_PT1, NULL, "For this time trial you must complete"
SPCC_TIMETRIAL_LAPS_PT2, NULL, "clean laps to set an official time."

SPCC_JOKERTAKE,		NULL,		NULL
SPCC_JOKERREMIND,       NULL,        	NULL
SPCC_JOKERREMIND,       NULL,    	NULL
SPCC_JOKERREMIND,       NULL,      	NULL	
SPCC_JOKERREMINDLAP1,   NULL,    	NULL

SPCC_JOKERDONE_P0,      NULL,                   NULL
SPCC_JOKERDONE_P1,      NULL,          		"You completed the Joker lap."
SPCC_JOKERDONE_P2,      NULL,                   NULL
SPCC_JOKERDONE,         NULL,       		"You completed all of the Joker laps."

SPCC_JOKERCOMMIT,       NULL,       	 "Stay below the commit line."
SPCC_JOKERMERGE,        NULL,        	 "Stay below the merge line."
SPCC_JOKERMERGE,        NULL,      	 "Stay below the merge line on the Joker exit."
SPCC_JOKERBEHINDSTILL,  NULL,   "The car behind you still needs to take the Joker."

SPCC_JOKERBEHINDDONE_P0, 	NULL,                   NULL
SPCC_JOKERBEHINDDONE_P1,	NULL,    "The car behind you has run the Joker."
SPCC_JOKERBEHINDDONE_P2, 	NULL,                   NULL
SPCC_JOKERBEHINDDONE,   	NULL,  "The car behind you has completed the Joker laps."

SPCC_JOKERAHEADSTILL,   	NULL,    "The car in front of you still needs to run the Joker."

SPCC_JOKERAHEADDONE_P0, NULL,                   NULL
SPCC_JOKERAHEADDONE_P1, NULL,     "The car in front you has taken the Joker."
SPCC_JOKERAHEADDONE_P2, NULL,                   NULL
SPCC_JOKERAHEADDONE,    NULL,   "The car in front of you has completed the Joker laps."

; said "you have to run 10 joker laps."
SPCC_JOKERSTODO_P0,     NULL,                   NULL
SPCC_JOKERSTODO_P1,     NULL,      "You have to run one Joker lap."
SPCC_JOKERSTODO_P2,     NULL,                   NULL
SPCC_JOKERSTODO,        NULL,         "You have to run"
SPCC_JOKERSTODO_PT2,    NULL,   "Joker laps."

; said "You have 10 joker laps left to run."
SPCC_JOKERSLEFT_P0,     NULL,                   NULL
SPCC_JOKERSLEFT_P1,     NULL,      "You have one Joker lap left to run."
SPCC_JOKERSLEFT_P2,     NULL,                   NULL
SPCC_JOKERSLEFT,        NULL,         "You have"
SPCC_JOKERSLEFT_PT2,    NULL,   "Joker laps left to run."

SPCC_DAMFNT,            DAMFNT.WAV,             "We've got damage on the front end."
SPCC_DAMR,              DAMGRT.WAV,             "You've got damage on the right side."
SPCC_DAML,              DAMGLFT.WAV,            "You've got damage on the left side."
SPCC_DAMMID,            DAMGMIDSEC.WAV,         "You've got damage in the mid section."
SPCC_DAMFLR,            DAMGFLR.WAV,            "You've got floor damage."
SPCC_DAMREAR,           DAMREAR.WAV,            "We've got damage on the back end."
SPCC_REARWINGDAM,       DAMGRWNG_1.WAV,         "Your rear wing is damaged."
SPCC_REARWINGGONE,      DAMGRWNGOFF_2.WAV,      "You've lost the rear wing."
SPCC_FRONTWINGDAM,      DAMGFWNG_1.WAV,         "Your front wing is damaged."
SPCC_FRONTWINGGONE,     DAMGFWNGOFF_1.WAV,      "Your front wing is gone!"
SPCC_DAMGOK,            DAMGOK_1.WAV,           "Your car looks fine, no damage to report."
SPCC_DAMGOK,            DAMGOK_2.WAV,          "No damage, car looks clean."
SPCC_DAMBAD,            CARMARMALAD.WAV,           "Looks like your car is toast."
SPCC_DAMMULAREA,        DAMGVARPLC.WAV,         "You've got damage in various places."
SPCC_BLEWENG,           BLEWENG.WAV,            "You blew the engine."
SPCC_BLEWENG,           BLEWENG_1.WAV,           "It looks like we've lost the motor."
SPCC_ENGTRBL,			BREAK1.WAV,             "It looks like you've got some engine trouble."
SPCC_ENGTRBLMAJ,        BREAK2.WAV,             "We've got big problems with that engine."
SPCC_POWERLOSSMINOR,	POWERLOSSMINOR.WAV,		"You've probably lost some power."
SPCC_POWERLOSSMAJOR,	BREAK2.WAV,		"I bet you've lost a lot of power."
SPCC_AEROSLOWSTRAIGHT,	AEROSLOWSTRAIGHT.WAV,	"Reduced aero might slow you down on the straights."
SPCC_AEROSLOWMAJOR,		AEROSLOWMAJOR.WAV,		"That aero damage is probably slowing you a lot."
SPCC_DWNFRCUNDSTRMINOR,	DOWNFORCEUNDERSTEERMINOR.WAV,	"You might get understeer due to lost downforce."
SPCC_DWNFRCUNDSTRMAJOR,	DOWNFORCEUNDERSTEERMAJOR.WAV,	"Probably lost major downforce, watch for understeer."
SPCC_DWNFRCOVSTRMINOR,	DOWNFORCEOVERSTEERMINOR.WAV,	"Might have lost some downforce, watch for oversteer."
SPCC_DWNFRCOVSTRMAJOR,	DOWNFORCEOVERSTEERMAJOR.WAV,	"Major oversteer likely due to lost downforce."
SPCC_WHEELALIGNOUT,		WHEELALIGNOUT.WAV,		"Looks like one of your wheels is out of alignment, you'll have less grip out there."
SPCC_FLUID2,            FLUID2.WAV,             "Your car is leaking fluid."
SPCC_SMOKING,           SMOKING.WAV,            "Your car is smoking."
SPCC_TIREDOWN,          TIREDOWN.WAV,           "You got a tire going down."
SPCC_TIREWEAR,          TIREWEAR.WAV,           "We're going to need rubber soon. Take it easy now."
SPCC_TIREWEAR,          TIREWEAR_2.WAV,         "You'll need to take care of your tires."
SPCC_RFTIRE,            RFTIRE.WAV,             "The right front tire is wearing out."
SPCC_BLOWTIRE,          BLOWTIRE.WAV,           "You blew a tire."
SPCC_WHEELDAM,          WHEELDAM.WAV,           "You've got wheel damage."
SPCC_HIGHWATERTEMP,     TEMPWATERHI.WAV,      "The water temp is getting high."
SPCC_HIGHOILTEMP,       TEMPOILHI.WAV,        "Your oil temp is getting high."

; Fuel remaining messages
SPCC_FUEL_5LAPS,        FUEL_5LAPS_1.WAV,       "You have about five laps of fuel left."
SPCC_FUEL_5LAPS,        FUEL_5LAPS_2.WAV,       "You've got about five laps of fuel."
SPCC_FUEL_5LAPS,        FUEL_5LAPS_3.WAV,       "You've got about five laps of fuel left."

SPCC_FUEL_2LAPS,        FUEL_2LAPS_1.WAV,       "You have about two laps of fuel left."
SPCC_FUEL_2LAPS,        FUEL_2LAPS_2.WAV,       "You've got about two laps of fuel."

SPCC_FUEL_1LAPS,        FUEL_1LAPS_1.WAV,       "You have about one lap of fuel left."

; appended to the above to indicate if you need to pit
SPCC_FUEL_RACE1,        FUEL_RACE1.WAV,         "That's more than enough to finish."
SPCC_FUEL_RACE1,        FUEL_RACE1_2.WAV,       "Were plenty good on fuel for the rest of the race."
SPCC_FUEL_RACE2,        FUEL_RACE2.WAV,         "That's enough to finish."
SPCC_FUEL_RACE3,        FUEL_RACE2.WAV,         "You should be able to finish on that."
SPCC_FUEL_RACE4,        FUEL_RACE4.WAV,         "That might be enough to finish."
SPCC_FUEL_RACE5,        FUEL_RACE5.WAV,         "That's cutting it close, take it easy."
SPCC_FUEL_RACE6,        FUEL_RACE6.WAV,         "I think you'll need a splash."
SPCC_FUEL_RACE7,        FUEL_RACE7.WAV,         "You'll need to stop for more fuel."

SPCC_FUELOUT,           FUELOUT.WAV,            "That's it we're out of fuel."
SPCC_FUELOUT,           FUELOUT_2.WAV,          "You're out of gas."
SPCC_FUELOUT,           FUELOUT_3.WAV,          "Looks like you're out of gas."

SPCC_FUELLAPS,          FUELLAPS_1.WAV,         "Give us a few clean laps to get our fuel numbers."
SPCC_FUELLAPS,			FUELLAPS_1.WAV,			"Put in a couple clean laps to get our fuel data."
SPCC_FUELDATAYES,       FUELDATAYES_1.WAV,      "We've got good fuel data."
SPCC_FUELDATAYES,		FUELDATAYES_2.WAV,		"We've got our fuel use numbers."
SPCC_FUELDATANO,        FUELDATANO_1.WAV,       "We don't have enough fuel data."
SPCC_FUELEDUP,          FUELEDUP_1.WAV,         "You're all fueled up and ready to go!"
SPCC_FUELFINRACE,       FUELFINRACE_1.WAV,      "We've put in plenty of fuel to finish the race."
SPCC_FUELFINRACE,		FUELFINRACE_2.WAV,		"You've got more than enough fuel."
SPCC_FUELPENDING,       FUELPENDING_1.WAV,      "You're all fueled up, but you'll have to stop for more fuel before the race is over."
SPCC_FUELPITLAP,        FUELPITLAP_1.WAV,       "Don't forget to pit this lap for more fuel."
SPCC_FUELPITLAP,        FUELNOFORGET_1.WAV,     "Don't forget to pit for more fuel."
SPCC_FUELPITLAP,		FUELPITLAP_2.WAV,		"You should pit to refuel."
SPCC_FUELNEEDMORE,      FUELNEEDMORE.WAV,       "You'll have to stop for more fuel before the race is over."
SPCC_FUELCUTCLOSE,      FUELCUTCLOSE_1.WAV,     "Fuel level is cutting it close for the finish."
SPCC_FUELDATAINSUF,     FUELDATACLOSE_1.WAV,    "There's not enough fuel data for use to be sure you'll make it, keep an eye on your usage."
SPCC_FUELENDNOW,		FUELENDNOW_1.WAV,		"Fueling up now should get us to the finish."
SPCC_FUELENDNOW,		FUELENDNOW_2.WAV,		"Filling up now should get us to the end."

; called when going to 3 wide from 1 or 2 wide
SPCC_3WIDEMID,          3WIDEMID.WAV,           "You're in the middle - 3 wide!"
SPCC_3WIDELOW,          3WIDELOW.WAV,           "You're on the bottom - 3 wide!"
SPCC_3WIDEHI,           3WIDEHI.WAV,            "You're up top - 3 wide!"
SPCC_3WIDELEFT,         3WIDELEFT.WAV,          "You're on the left - 3 wide!"
SPCC_3WIDERIGHT,        3WIDERIGHT.WAV,         "You're on the right - 3 wide!"

; called when going from 3 to 2 wide
SPCC_2WIDEOUTSIDE,      2WIDEOUTSIDE.WAV,       "Outside - 2 wide!"
SPCC_2WIDEOUTSIDE,      2WIDEOUTSIDE2.WAV,      "Car outside - 2 wide!"
SPCC_2WIDEINSIDE,       2WIDEINSIDE.WAV,        "Inside - 2 wide!"
SPCC_2WIDEINSIDE,       2WIDEINSIDE2.WAV,       "Car inside - 2 wide!"
SPCC_2WIDELEFT,         2WIDELEFT.WAV,          "Left side - 2 wide!"
SPCC_2WIDELEFT,         2WIDELEFT2.WAV,         "Car on your left - 2 wide!"
SPCC_2WIDERIGHT,        2WIDERIGHT.WAV,         "Right side - 2 wide!"
SPCC_2WIDERIGHT,        2WIDERIGHT2.WAV,        "Car right - 2 wide!"

; optionally called when going from 3 to 2 wide and you were in the middle
SPCC_2WIDECLEAROUT,     2WIDECLEAROUT.WAV,      "Clear outside - 2 wide!"
SPCC_2WIDECLEAROUT,     2WIDECLEAR.WAV,         "Clear - 2 wide!"
SPCC_2WIDECLEARIN,      2WIDECLEARIN.WAV,       "Clear inside - 2 wide!"
SPCC_2WIDECLEARIN,      2WIDECLEAR.WAV,         "Clear - 2 wide!"
SPCC_2WIDECLEARLT,      2WIDECLEARLT.WAV,       "Clear on the left - 2 wide!"
SPCC_2WIDECLEARLT,      2WIDECLEAR.WAV,         "Clear - 2 wide!"
SPCC_2WIDECLEARRT,      2WIDECLEARRT.WAV,       "Clear on the right - 2 wide!"
SPCC_2WIDECLEARRT,      2WIDECLEAR.WAV,         "Clear - 2 wide!"

; called when going from 1 to 2 wide
SPCC_OUTSIDE,           OUTSIDE.WAV,            "Outside."
SPCC_OUTSIDE,           OUTSIDE2.WAV,           "Car outside."
SPCC_INSIDE,            INSIDE.WAV,             "Inside."
SPCC_INSIDE,            INSIDE2.WAV,            "Car inside."
SPCC_LEFT,              LEFT.WAV,               "Car on your left."
SPCC_LEFT,              LEFT2.WAV,              "Car on your left."
SPCC_LEFT,              LEFT3.WAV,              "Car on your left."
SPCC_LEFT,              LEFT5.WAV,              "Car on your left."
SPCC_LEFT,              LEFT7.WAV,              "Car on your left."
SPCC_LEFT,              LEFT8.WAV,              "Car on your left."
SPCC_LEFT,              LEFT9.WAV,              "Car on your left."
SPCC_LEFT,              LEFT10.WAV,              "Car on your left."
SPCC_LEFT,              LEFT11.WAV,              "Car on your left."
SPCC_LEFT,              LEFT12.WAV,              "Car on your left."
SPCC_LEFT,              LEFT14.WAV,              "Car on your left."
SPCC_LEFT,              LEFT15.WAV,              "Car on your left."
SPCC_RIGHT,             RIGHT.WAV,              "Car right.."
SPCC_RIGHT,             RIGHT2.WAV,             "Car right."
SPCC_RIGHT,             RIGHT3.WAV,             "Car right."
SPCC_RIGHT,             RIGHT4.WAV,             "Car right."
SPCC_RIGHT,             RIGHT5.WAV,             "Car right."
SPCC_RIGHT,             RIGHT6.WAV,             "Car right."
SPCC_RIGHT,             RIGHT7.WAV,             "Car right."
SPCC_RIGHT,             RIGHT8.WAV,             "Car right."
SPCC_RIGHT,             RIGHT9.WAV,             "Car right."
SPCC_RIGHT,             RIGHT10.WAV,             "Car right."
SPCC_RIGHT,             RIGHT11.WAV,             "Car right."
SPCC_RIGHT,             RIGHT12.WAV,             "Car right."
SPCC_RIGHT,             RIGHT13.WAV,             "Car right."
SPCC_RIGHT,             RIGHT14.WAV,             "Car right."
SPCC_RIGHT,             RIGHT15.WAV,             "Car right."

; called when going from 3 or 2 to 1 wide
SPCC_CLEAROUT,          CLEAROUT.WAV,           "Clear outside."
SPCC_CLEAROUT,          CLEAROUT_2.WAV,         "Clear high."
SPCC_CLEAROUT,          CLEAROUT_3.WAV,         "Clear outside if you want it."
SPCC_CLEAROUT,          CLEAROUT_4.WAV,         "Clear up top."
SPCC_CLEAROUT,          CLEAROUT_5.WAV,         "Outside clear."
SPCC_CLEAROUT,          CLEAROUT_6.WAV,         "Outside is clear."
SPCC_CLEAROUT,          CLEAR.WAV,              "Clear."
SPCC_CLEARIN,           CLEARIN.WAV,            "Clear inside."
SPCC_CLEARIN,           CLEAR.WAV,              "Clear."
SPCC_CLEARLT,           CLEARLT.WAV,            "Clear on the left."
SPCC_CLEARLT,           CLEAR.WAV,              "Clear."
SPCC_CLEARRT,           CLEARRT.WAV,            "Clear on the right."
SPCC_CLEARRT,           CLEAR.WAV,              "Clear."

; called when going from 3 wide to 1 wide and you were in the middle
SPCC_CLRARND,           CLRARND.WAV,            "Clear all around."
SPCC_CLRARND,           CLEAR.WAV,              "Clear."

SPCC_HOLDLINE,          HOLDLINE.WAV,           "Hold your line."
SPCC_HOLDLINE,          HOLDLINE_2.WAV,         "Still hold."
SPCC_HOLDLINE,          HOLDLINE_3.WAV,         "Still there."
SPCC_HOLDLINE,          HOLDLINE_4.WAV,         "Still there, still there."

SPCC_STAYHIGH,          STAYHIGH.WAV,           "Stay high."
SPCC_STAYHIGH,          KEEPHIGH.WAV,           "Keep high."
SPCC_STAYHIGH,          STILLTHR.WAV,           "Still there."
SPCC_STAYHIGH,          STILLTHRHOLD.WAV,       "Still there, hold your line."
SPCC_STAYHIGH,          STAYHIGHLOW.WAV,        "Stay high, there is a car on the low side."
SPCC_STAYHIGH,          STAYHIGHLOW_2.WAV,      "Still inside."
SPCC_STAYHIGH,          STAYHIGHLOW_3.WAV,      "Still there, inside."
SPCC_STAYHIGH,          STAYHIGHLOW_4.WAV,      "Still there at the bottom."

SPCC_STAYLOW,           STAYLOW.WAV,            "Stay low."
SPCC_STAYLOW,           KEEPLOW.WAV,            "Keep low."
SPCC_STAYLOW,           STILLTHR.WAV,           "Still there."
SPCC_STAYLOW,           STILLTHRHOLD.WAV,       "Still there, hold your line."
SPCC_STAYLOW,           STAYLOWHIGH.WAV,        "Stay low, there is a car on the high side."

SPCC_STAYLEFT,          STAYLEFT.WAV,           "Stay on the left."
SPCC_STAYLEFT,          KEEPLEFT.WAV,           "Keep to the left."
SPCC_STAYLEFT,          HOLDLINE_3.WAV,           "Still there."
SPCC_STAYLEFT,          HOLDLINE_3.WAV,       "Still there, hold your line."

SPCC_STAYRT,            STAYRT.WAV,             "Stay on the right."
SPCC_STAYRT,            KEEPRT.WAV,             "Keep to the right."
SPCC_STAYRT,            HOLDLINE_3.WAV,           "Still there."
SPCC_STAYRT,            HOLDLINE_3.WAV,       "Still there, hold your line."

SPCC_LEADATSF,          LEADATSF.WAV,           "Leader's at the start/finish line."
